class_name,class_id,recurring,credit_hours,prereqs,requirement_designation,campus,class_desc,,
Foundations of Global Health,ANT205,,3,,Social Sciences,EM,"An introduction to the overall field of global health, its history, methods, and key principles, with case studies illustrating the burden of disease in nations with strikingly different political-economic contexts.",,
Medical Anthropology,ANT230,fall,3,,Social Sciences,EM,Comparative study of disease ecology and medical systems of other cultures; sociocultural factors affecting contemporary world health problems; cultural aspects of ethnomedicine and biomedicine; ethnicity and health care.,,
Anthro. Perspectives: Latin America,ANT280R,fall/spring,3,,HSC wRace  Ethnicity Req,EM,"Anthropological perspectives on the people and cultures on different regions of the world.  May be repeated for credit when topic varies. HSC, may be repeated when topic changes.",,
Anthropology; Special Topics: World Prehistory,ANT285,fall/spring,3,,,EM,Seminar or lecture series on topics of anthropological interest at an intermediate level. Maybe repeated for credit when topic varies.,,
Anthropology; Special Topics: Languages of the World,ANT285,fall/spring,3,,History Society Cultures,EM,Seminar or lecture series on topics of anthropological interest at an intermediate level. Maybe repeated for credit when topic varies.,,
Anthropology; Special Topics: African Religions,ANT285,fall/spring,3,,History Society Cultures,EM,Seminar or lecture series on topics of anthropological interest at an intermediate level. Maybe repeated for credit when topic varies.,,
Anthropology; Special Topics: Introduction to Islam,ANT285,fall/spring,3,,History Society Cultures,EM,Seminar or lecture series on topics of anthropological interest at an intermediate level. Maybe repeated for credit when topic varies.,,
Primate Behavior & Ecology,ANT302,fall,3,,Science Nature Technology,EM,"This course surveys the social behavior, behavioral ecology, and adaptations of nonhuman primate species, the extant prosimians, monkeys, and apes.",,
Nutritional Anthropology,ANT311,fall,3,,History Society Cultures,EM,"Introduction to the evolution, diversity, and social significance of human diet and nutrition.",,
Religion Health and Healing,ANT337,fall,3,,History Society Cultures,EM,"This class explores issues such as what makes for a healthy self or person, the role of religious practices and belief in healing, and the relationship of body and mind.",,
Self & Otherness in JPN Anime,ANT346,,3,,,EM,"This course explores globalization of Japanese anime and manga, particularly how series highlight forms of diverse and marginalized identities; how it reflects issues of social and economic precarity in contemporary Japan; and how recreation facilitates re-creation of self, identity, and relations.",,
African American Language,ANT347,fall/spring,3,,Race and Ethnicity,EM,"African American Language explores present-day features of AAL, its history and ongoing trajectory, its origins and diverging from Mainstream American English, as well as AAL as an artistic expression and issues related to education, the justice system, and linguistic profiling and discrimination.",,
Culture and Economy,ANT354,,3,,History Society Cultures,EM,"The purpose of this course is to provide students with a selected overview of the history, debates, and major topical issues in anthropological studies of culture and economy. It will show how anthropologists study the economic bases of social and cultural life in both agrarian and urban societies.",,
Experimental Ethnography,ANT373W,,4,,Continuing Communication,EM,"Intersections between anthropology and art, design, performance, and creative narration are explored in this course as we deploy a variety of ethnographic methods for documenting the human condition in multimodal, multisensorial, and performance-based formats.",,
Indigenous Musics of Arctic,ANT376W,spring,4,MUS200 or ANT202 or ANT202W,HAPW wRace  Ethnicity Req,EM,"Studies music and dance of Indigenous peoples of the Arctic and how they reflect languages, social structures, philosophies, and the geography and history of each region. Examines changing historical and social dynamics and cultural traditions. Introduces ethnomusicology theory and research methods.",,
Human Trafficking: Global History,ANT378,spring,3,,HSC wRace  Ethnicity Req,EM,"The course explores human trafficking from the era of the trans- Atlantic slave trade to present-day instances of trafficking in productive and reproductive labor. Through primary and secondary sources, the students learn about the racial and gender ideologies undergirding this phenomenon.",,
Special Topics: Anthropology: Race in Anatomy and Medicine,ANT385,fall/spring/summer,3,,History Society Cultures,EM,Seminar or lecture series of topics of anthropological concern. May be repeated for credit when topic varies.,,
"Special Topics: Anthropology: Chaos, Disorder, & Dysfunction",ANT385,fall/spring/summer,3,,History Society Cultures,EM,Seminar or lecture series of topics of anthropological concern. May be repeated for credit when topic varies.,,
"Special Topics: Anthropology: Body, Technology, Enhancement",ANT385,fall/spring/summer,3,,History Society Cultures,EM,Seminar or lecture series of topics of anthropological concern. May be repeated for credit when topic varies.,,
Special Topics: Anthropology: Indigeneity/Justice in LatAm,ANT385,fall/spring/summer,3,,HSC wRace  Ethnicity Req,EM,Seminar or lecture series of topics of anthropological concern. May be repeated for credit when topic varies.,,
Special Topics: Anthropology: Gender/Justice in Middle East,ANT385,fall/spring/summer,3,,History Society Cultures,EM,Seminar or lecture series of topics of anthropological concern. May be repeated for credit when topic varies.,,
Special Topics: Anthropology: Performing Personhood,ANT385,fall/spring/summer,3,,History Society Cultures,EM,Seminar or lecture series of topics of anthropological concern. May be repeated for credit when topic varies.,,
